sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,tipo_manobra
8.01269539368656,5.082110425053007,8.52897834623588,4.165421086855041,-0.48395839332338664,2.8203890722516847,8.68565882329528,6.158296301946015,7.139470003850965,2.3279167321512646,2.8908570507857014,6.72017015807388,0.8042370793421107,10.202732905085313,9.64992231482562,9.546301953965557,8.229096861039361,8.297394235150293,6.425174233914054,7.861722087846578,6.774709324493284,9.08458106540018,2.9554855023137447,4.3881297789454585,9.740007265286334,5.090800010767843,2.4848484997444933,6.179658143120355,10.996137805946965,6.399014562587294,1.8257004173577633,5.944473273248518,10.331263415056556,6.033157174878361,6.71269106288991,8.376892142970611,5.521230525477229,8.484530571945767,2.892541905619169,1.562828764409895,-0.5781725519160932,0.33683149663075546,10.507649851577412,9.286016874048826,5.870334194742268,2.7035645834962345,2.294722134623388,6.512327778239066,-0.8013417631369855,4.4539216710826,Cruzeiro
7.278097447396999,5.37653023958435,9.030418070252193,4.375336309862012,-2.202113303438145,-1.853665653362076,2.3022170296785336,0.05424865143458035,-1.9000793211654585,-4.679403050991396,-1.546279956440585,2.3535993948956637,-3.692610092210156,3.3872351924360613,6.176602146264868,6.6813081887832375,9.78594909092308,7.752255497553892,9.82978208058231,6.840441405067538,5.411397434504552,9.27461091354683,1.1231219723305792,1.0322315804531637,6.69144857939982,7.1550086934684805,0.5730104332064045,7.309657132552703,11.652937612491941,7.581977504652065,7.414027227580796,11.492892934516773,15.519210446236894,11.173275272019062,16.193410217580155,13.615318979722487,8.778768799208404,14.62381847663808,12.23165210172489,9.646444003596775,0.6165115492783628,-0.5488846758973518,10.38676630457006,8.633020553053118,6.853057524401404,0.7394295023559698,1.6099471038494881,5.207305075128803,2.3766416532649193,1.3589757662480784,Descida
11.219088411912335,7.351975872598856,9.106014163734747,5.349022307163855,1.389785902283659,-1.8427074357222994,4.246724925880936,0.9868503070742449,1.8278289517528514,-1.0705034958578445,-3.4621842241511,1.3293168916511968,-7.409860317331591,2.8246994695098637,8.361816226635948,9.21564930461804,5.640607552405233,9.359735636310235,10.008584409582605,10.674270607453284,7.891527467892695,8.80275567670085,3.3841373636392946,5.262009542094681,8.926125807178048,6.513290635585039,3.5317265784900975,6.54637079122035,7.774688453306344,4.797498172970391,6.063846786572462,16.126541419032854,15.47343256193019,10.829903858460472,16.342987291135376,16.990770941293917,13.429713368865174,15.107696806110503,11.848339313260869,10.851300779369017,-1.055949462020588,0.13609249713785282,12.178031723392829,10.704322587039865,5.6935164965005,2.4161122629960694,3.0433931853366687,4.8981465831579305,3.4964573675867916,3.3890375967043638,Descida
5.6599846464564045,3.9050743057813158,9.949049905533595,2.42380826201054,0.8785895515118872,5.722371062507112,8.85057962054882,6.9046717827288795,6.976699734514758,2.2390423456367388,-0.4992450504293351,6.530081054125839,-1.8633203863287469,8.114525399845757,9.505991681449714,6.491463458978964,7.32445434143491,10.757341178953636,8.838528182949819,5.9114897908396475,7.091972873879044,9.184055236117608,5.297668020449975,4.744403755938954,8.818712866144864,8.316956276038432,0.8545668019492476,6.492838517110328,7.923746427697013,4.345474592707168,2.7180618135707126,5.000975437896487,5.841198522899537,4.619149712859557,6.496151013843381,10.247083575755926,5.758537353892505,7.475313443629676,8.55427528122121,1.7386944808184757,2.6089013870883777,0.1458246169210128,11.021125367254658,7.420031718204683,2.7490234621268304,4.647176335237286,6.728601650318038,3.553832286074104,1.8606918695701293,1.8472277980316738,Cruzeiro
8.479682404778147,4.140415824873674,10.755114948145927,3.929972828835742,0.6567624955093878,4.34953754704268,10.835240241807808,7.16948802397715,6.651200796997896,1.0078529737743052,1.6081864022539625,2.3876559173223715,-0.7252256166410957,7.840550394866855,11.172821286535083,7.009152846869243,6.397027915588199,5.123613025718034,9.596903990331592,8.888342356408996,8.056109799180067,9.227552583644137,3.2589873594406216,4.304295433038347,7.06933818713501,4.520240845642368,2.054195933542318,5.132157910457053,10.02915136549886,4.795115236022523,-0.017051481804673863,4.995676044266543,10.750048386723043,1.3701016789380591,8.165874079581247,10.237464944739125,4.887048368356714,7.295160064803281,7.093180237695744,0.9418807088520003,3.7204963615816524,-1.7684761946474907,8.802711851743032,7.780907442971991,4.6551926567061885,0.15655402219557613,3.663761880393164,2.4419896345079994,-0.12317982016883455,0.32025849423650854,Cruzeiro
7.20227918186462,4.912338595985214,9.899298812851422,2.6548965931728032,0.40299794710641984,4.578216124701016,15.502549248241346,13.222250394078067,11.212401339607759,5.830733886430153,11.861431678662214,14.067582417037652,8.971531886526384,14.400554669503116,17.991735011150098,7.709700482669531,6.735010849321826,8.734888278313802,8.193652802112897,7.795698054514212,1.0998405619941405,5.82628874308814,-2.7251929334592333,-1.4716630939420003,6.536385025448464,6.355876955677568,3.2978491801126286,5.961892860611812,9.269575562377515,4.200145862401344,1.7467332698884932,7.2678691556845525,9.453872038358629,2.219268410621062,9.534063899521836,9.986278001289156,7.826482303393508,7.536066082318701,4.340959306063334,3.3501744816647983,2.695102839110976,0.5139583784744488,10.694342033508228,8.643969073518743,6.637004457943501,-0.3232599362720998,4.559987032293134,2.595781141040324,3.184865043302788,2.683969694143913,Subida
10.375627095235629,3.3007601378927096,10.84543238444174,0.8931336968718036,-2.8848051946390156,1.6556199856255884,10.9851756428464,7.718691244837777,4.645828965278242,3.524955572165844,1.2363004746178612,2.9856836397352997,-1.2894562301205317,9.199120363226095,9.65774248708647,9.081717311160356,8.82574719052577,9.186570106485235,8.107490534466628,6.945805265351228,6.989802419555742,11.63890082815801,0.11476088258735939,2.482714806706173,8.477523302525613,7.3386212729335405,0.9513860704821496,3.932246891382059,8.1906498434425,4.423296448311566,-2.245804407498957,7.133280994182545,9.076368016007788,1.5068422652274434,5.886537187437183,6.9783910696113,6.918908909631327,6.474444745098806,3.9928803767876944,1.7546709365503503,0.2506865439797439,-1.3439920767457711,9.317854432240752,9.981218907378498,5.750793736180139,2.548297768561345,2.1808765259851235,5.0417589102382125,1.0612329550053885,-0.5268243035387843,Cruzeiro
10.358231007950746,6.658692128524831,8.709546055009872,-0.40683549847288614,-0.260253360729123,-4.799842065124879,3.437181082904498,4.559711464837467,1.6875934240302546,-4.124412455529349,-0.09266409961383792,3.040086514099272,-4.883405678399167,2.9419603516422637,4.724819942231586,4.649606592435056,7.244043848213932,8.586890586384245,8.467944644083389,7.6885330100029154,7.926936541386523,10.360127821609678,1.699064544336577,5.033609148452066,8.528188434471936,6.917708160096945,0.19831234419964794,6.078952317457226,7.473763601333287,5.059363914504233,4.0714048581336435,12.522003638518704,12.386751261805731,8.943677251254382,17.261977509792732,11.842023872768348,10.72959667892098,16.09850970142124,6.634759394442834,10.8361587007756,0.30302102082136795,1.3555290914373597,8.204222641871743,8.464320184414099,5.43729856100919,-0.1616044980744431,2.2303779494602183,5.474869899356247,-0.29109880387214293,2.494075270160435,Descida
8.474331798607185,5.0262139734105515,10.999691288039392,3.152052387729395,-0.5490422071184325,4.479942087429454,12.023752945878607,9.137018082495938,7.154334263708044,2.0347039353758216,1.4779589334494418,6.1839149192593155,2.5201145271307936,8.919566229546069,7.138145561692499,11.055966294059,7.870293204890176,6.462258377907626,7.443700161637204,7.918599321740148,9.15174365606865,8.834046979119769,2.324813953592792,4.308980265644454,9.173350362308716,9.52574681244095,2.0225203201089075,6.448044024685999,11.593310610081193,7.591633604037577,4.679854054276347,5.012139263937702,11.386278825776074,3.5950564451683302,7.622139055737975,6.413270095827718,5.412689199946246,6.85800747884458,3.3409251753804505,2.8831330912992854,-0.16025382950326605,1.3593166056261945,10.757115198359843,7.760617809251028,5.538358943376288,0.6188392823273184,2.1797524703179345,2.441993571908855,1.0684533742674591,4.262410843964913,Cruzeiro
7.961348132596836,4.878634165483765,9.666997261678008,3.876622025508522,0.918187809885634,7.132048778396469,16.63067005736984,16.899054995929674,13.85745400575441,9.630318797116452,11.438289893056513,16.00870340452692,7.312715838490047,13.78970140651125,17.920711798500754,9.605918281436843,5.281917123346581,7.93934553568005,9.348992037106772,6.204302313320115,2.403955326531242,7.5779224742359155,-2.1661085766007284,-3.209463610492269,5.063294912413962,7.002535455293196,3.5289318670146343,4.3648881097946886,6.776009353527475,5.761364175445106,2.5872871615386464,5.535558150491379,8.577620299000216,3.233744910610434,9.036890196650354,6.682702248430452,6.9748015750772625,6.716360438373511,2.853238096890353,0.5621202871725621,3.6894317323329897,2.389435724821657,7.639412030294783,7.822264371872871,4.913303669652441,2.4014889856394452,4.157790296819843,6.325160228593974,4.211644251685053,0.23696696997475497,Subida
